,date,tic,open,high,low,close,volume,day,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma,vix,turbulence
0,2020-07-01,AAPL,91.27999877929688,91.83999633789062,90.97750091552734,89.25043487548828,110737200.0,2.0,2.9926696984992986,92.02481005218691,79.59653165313536,62.80716073892301,107.50339966761605,29.730531783249663,83.3230369567871,77.15204308827718,28.6200008392334,53.06801549519973
0,2020-07-01,AMGN,235.52000427246094,256.2300109863281,232.5800018310547,230.55337524414062,6575800.0,2.0,3.491019593798427,223.10691317123275,192.2090856690993,61.279637875125445,270.44997766140733,46.806138550184436,206.26930592854816,207.2994166056315,28.6200008392334,53.06801549519973
0,2020-07-01,AXP,95.25,96.95999908447266,93.63999938964844,90.43219757080078,3301000.0,2.0,-0.3821713076053186,108.44034899149463,86.18287488545849,48.504820083207974,-66.29160943422116,3.142447593063428,95.4977897644043,89.06632461547852,28.6200008392334,53.06801549519973
0,2020-07-01,BA,185.8800048828125,190.61000061035156,180.0399932861328,180.32000732421875,49036700.0,2.0,5.443193477575562,220.72113910562192,160.93286327474917,50.92577108147243,24.220608346258853,15.932919876883018,176.4723347981771,155.6141675313314,28.6200008392334,53.06801549519973
0,2020-07-01,CAT,129.3800048828125,129.39999389648438,125.87999725341797,117.23570251464844,2807800.0,2.0,1.2365983349286864,126.92599450400515,110.14382132241086,52.86542432505405,35.74662695403216,14.457404372847096,116.0319694519043,110.42906176249186,28.6200008392334,53.06801549519973
0,2020-07-01,CRM,188.10000610351562,192.82000732421875,187.4600067138672,191.88999938964844,4754600.0,2.0,4.192261923312401,195.07168718044136,169.0393128805938,58.104314301452995,139.95268558042542,29.22574697896621,180.1913335164388,170.94849955240886,28.6200008392334,53.06801549519973
0,2020-07-01,CSCO,46.540000915527344,46.720001220703125,46.0,41.683837890625,17129500.0,2.0,0.2611381837318163,43.82696511938076,39.607669661503024,53.16055880743637,19.30131935859696,13.380576374222523,41.66784388224284,39.97234579722087,28.6200008392334,53.06801549519973
0,2020-07-01,CVX,89.27999877929688,90.7699966430664,87.55000305175781,75.90655517578125,6379400.0,2.0,-0.9946405544803696,88.67626347860984,71.7159476725132,47.82918665471946,-92.38737163342928,9.086242134949153,80.31262486775717,77.85408566792806,28.6200008392334,53.06801549519973
0,2020-07-01,DIS,112.81999969482422,115.5999984741211,112.29000091552734,113.01000213623047,11930900.0,2.0,-0.9699612124205572,127.25114297567232,106.44485693277495,49.235692276632385,-76.9578023257909,1.5594677137092399,117.63199971516927,111.37916641235351,28.6200008392334,53.06801549519973
0,2020-07-01,GS,198.8800048828125,199.74000549316406,195.52000427246094,184.28016662597656,2620100.0,2.0,0.577866810524398,207.61665063176122,174.78639349665673,50.96275526722279,-35.68831524138356,3.621086934561278,188.1701670328776,176.95654805501303,28.6200008392334,53.06801549519973
